,Scaffold,Closer,Accession,Status,VC,Level,Weight,Host,BaltimoreGroup,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
1566,vOTU_1130,Erysipelothrix phage phi1605,MF172979,Clustered,VC_1366_0,2C1,5,Erysipelothrix,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
100,vOTU_1131,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
101,vOTU_1132,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1630,vOTU_1133,Streptococcus phage phi-SsuFJNP8_rum,MN270261,Outlier,n.a.,2N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
102,vOTU_1134,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
103,vOTU_1135,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
104,vOTU_1136,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
105,vOTU_1137,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
106,vOTU_1138,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1335,vOTU_1139,Vibrio phage phi 2,KJ545483,Outlier,n.a.,1N2,7,Vibrio,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1567,vOTU_114,Bifidobacterium phage Bbif-1,GQ141189,Clustered,VC_1336_0,2N3,8,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1683,vOTU_1140,Streptococcus phage phi-SsuFJNP8_rum,MN270261,Clustered,VC_1373_0,3C1,3,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1336,vOTU_1141,Klebsiella phage ST101-KPC2phi6.3,MK416017,Outlier,n.a.,1N1,7,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1337,vOTU_1142,Escherichia phage HK639,HM208537,Overlap (VC_252/VC_839),n.a.,1N2,6,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
107,vOTU_1143,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
108,vOTU_1144,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1631,vOTU_1145,Acinetobacter phage MD-2021a,CAKLQA010000002,Outlier,n.a.,2N1,1,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
109,vOTU_1146,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1632,vOTU_1147,Streptococcus phage phi-SsuFJNP8_rum,MN270261,Outlier,n.a.,2N1,7,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
110,vOTU_1148,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
111,vOTU_1149,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1768,vOTU_115,n.a.,n.a.,Outlier,n.a.,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
112,vOTU_1150,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
113,vOTU_1151,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
114,vOTU_1152,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1139,vOTU_1153,Escherichia virus Lambda_4C10,LR595861,Clustered,VC_839_0,1N3,3,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1684,vOTU_1154,Escherichia phage RCS47,FO818745,Clustered,VC_1375_0,3N2,3,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1338,vOTU_1155,Winogradskyella phage Peternella_1,MT732475,Outlier,n.a.,1N1,1,Winogradskyella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
115,vOTU_1156,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
116,vOTU_1157,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1633,vOTU_1158,Klebsiella phage KPP5665-2,MF695815,Outlier,n.a.,2N1,1,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
117,vOTU_1159,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1140,vOTU_116,Acinetobacter phage MD-2021a,CAKLQA010000002,Clustered,VC_623_0,1N4,1,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
118,vOTU_1160,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
119,vOTU_1161,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
120,vOTU_1162,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
121,vOTU_1163,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
122,vOTU_1164,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
123,vOTU_1165,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
124,vOTU_1166,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
125,vOTU_1167,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
126,vOTU_1168,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
127,vOTU_1169,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1141,vOTU_117,Enterococcus phage EF62phi,CP002495,Clustered,VC_666_0,1C1,159,Enterococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified,Unclassified
1339,vOTU_1170,Lactobacillus phage LfeSau,KP027015,Outlier,n.a.,1N1,6,Lactobacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1142,vOTU_1171,Klebsiella phage Kp4866-6,OK490421,Clustered,VC_57_0,1C2,7,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,Unclassified,Unclassified,Unclassified
128,vOTU_1172,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
129,vOTU_1173,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
130,vOTU_1174,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
131,vOTU_1175,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
132,vOTU_1176,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
133,vOTU_1177,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
134,vOTU_1178,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
135,vOTU_1179,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1143,vOTU_118,Bifidobacterium phage BigBern1,MT006237,Clustered,VC_803_0,1C2,21,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
136,vOTU_1180,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
137,vOTU_1181,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
138,vOTU_1182,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1340,vOTU_1183,Streptococcus phage Javan422,MK448934,Outlier,n.a.,1N1,6,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
139,vOTU_1184,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
140,vOTU_1185,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
141,vOTU_1186,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1341,vOTU_1187,Enterobacteria phage ES18,AY736146,Outlier,n.a.,1N2,1,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
142,vOTU_1188,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1342,vOTU_1189,Lactococcus phage TP712,AY766464,Outlier,n.a.,1N1,5,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1701,vOTU_119,n.a.,n.a.,Clustered,VC_1376_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1343,vOTU_1190,Cronobacter phage ENT39118,HQ201307,Outlier,n.a.,1N1,24,Cronobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
143,vOTU_1191,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
144,vOTU_1192,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1344,vOTU_1193,Escherichia phage CMS-2020a,CP053388,Outlier,n.a.,1N1,14,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
145,vOTU_1194,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
146,vOTU_1195,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
147,vOTU_1196,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
148,vOTU_1197,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
149,vOTU_1198,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
150,vOTU_1199,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1144,vOTU_12,Faecalibacterium phage FP_Lugh,MG711464,Clustered,VC_561_0,1C1,4,Faecalibacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Lughvirus
1345,vOTU_120,Clostridium phage phiMMP01,LN681541,Overlap (VC_132/VC_133),n.a.,1C1,24,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,O
151,vOTU_1200,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
152,vOTU_1201,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1145,vOTU_1202,Klebsiella phage 4LV2017,KY271398,Clustered,VC_604_0,1N1,14,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1634,vOTU_1203,Escherichia phage D6,MF356679,Outlier,n.a.,2N1,1,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
153,vOTU_1204,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1346,vOTU_1205,CrAssphage sp. C0521BD4,MW067000,Outlier,n.a.,1N1,15,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
154,vOTU_1206,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
155,vOTU_1207,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
156,vOTU_1208,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
157,vOTU_1209,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1702,vOTU_121,n.a.,n.a.,Clustered,VC_1377_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
158,vOTU_1210,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
159,vOTU_1211,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
160,vOTU_1212,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
161,vOTU_1213,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
162,vOTU_1214,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
163,vOTU_1215,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
164,vOTU_1216,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
165,vOTU_1217,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
166,vOTU_1218,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
167,vOTU_1219,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1347,vOTU_122,Lactococcus phage phismq86,DQ394810,Outlier,n.a.,1N1,62,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1348,vOTU_1220,Bacteriophage sp.,LT985581,Outlier,n.a.,1N1,17,Unspecified,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1146,vOTU_1221,Streptococcus phage IPP61,KY065497,Clustered,VC_246_0,1N6,12,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
168,vOTU_1222,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
169,vOTU_1223,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
170,vOTU_1224,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
171,vOTU_1225,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
172,vOTU_1226,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
173,vOTU_1227,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
174,vOTU_1228,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
175,vOTU_1229,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1147,vOTU_123,Streptococcus phage phi-SgaBSJ31_rum,MN270259,Clustered,VC_1321_0,1N3,4,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
176,vOTU_1230,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
177,vOTU_1231,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
178,vOTU_1232,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
179,vOTU_1233,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
180,vOTU_1234,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
181,vOTU_1235,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
182,vOTU_1236,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
183,vOTU_1237,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1635,vOTU_1238,Escherichia phage D6,MF356679,Outlier,n.a.,2N1,6,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1349,vOTU_1239,Klebsiella phage Kp4866-3,OK490420,Outlier,n.a.,1N2,19,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
1148,vOTU_124,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_799_0,1C2,37,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
184,vOTU_1240,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
185,vOTU_1241,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1350,vOTU_1242,Clostridium phage phiCD38-2,HM568888,Overlap (VC_562/VC_842),n.a.,1N1,6,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
186,vOTU_1243,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
187,vOTU_1244,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1149,vOTU_1245,Klebsiella phage ST16-OXA48phi5.2,MK448230,Clustered,VC_839_0,1N2,3,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
188,vOTU_1246,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
189,vOTU_1247,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
190,vOTU_1248,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
191,vOTU_1249,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1150,vOTU_125,Escherichia phage phiv142-3,MN187550,Clustered,VC_117_0,1N2,13,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
192,vOTU_1250,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
193,vOTU_1251,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
194,vOTU_1252,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
195,vOTU_1253,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
196,vOTU_1254,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1351,vOTU_1255,Clostridium phage PhiS63,JQ660954,Outlier,n.a.,1N1,1,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
197,vOTU_1256,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
198,vOTU_1257,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
199,vOTU_1258,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
200,vOTU_1259,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1151,vOTU_126,Streptococcus phage phi-SgaBSJ31_rum,MN270259,Clustered,VC_1322_0,1N1,3,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1352,vOTU_1260,Enterobacterial phage mEp390,JQ182729,Outlier,n.a.,1N1,15,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
201,vOTU_1261,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
202,vOTU_1262,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
203,vOTU_1263,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
204,vOTU_1264,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
